Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,16-Jan-2024,25-Jan-2024,22089.90,22138.00,21964.70,22029.50,22025.75,22029.50,103215.00,1138317.22,12209500.00,-175150.00,22032.30
NIFTY,16-Jan-2024,28-Mar-2024,22362.30,22394.65,22242.00,22301.50,22299.00,22301.50,3062.00,34190.67,468500.00,11650.00,22032.30
NIFTY,15-Jan-2024,25-Jan-2024,22050.20,22149.90,21995.00,22133.30,22140.50,22133.30,103458.00,1142369.45,12384650.00,454550.00,22097.45
NIFTY,15-Jan-2024,28-Mar-2024,22286.00,22410.00,22215.05,22398.50,22410.00,22398.50,5569.00,62216.09,456850.00,66800.00,22097.45
NIFTY,15-Jan-2024,29-Feb-2024,22180.00,22286.80,22135.00,22274.00,22277.05,22274.00,16086.00,178712.52,1695750.00,210000.00,22097.45
NIFTY,12-Jan-2024,29-Feb-2024,21891.00,22130.85,21867.00,22089.30,22115.00,22089.30,19308.00,212612.05,1485750.00,222600.00,-
NIFTY,12-Jan-2024,28-Mar-2024,21910.00,22250.00,21910.00,22210.50,22233.00,22210.50,6512.00,72122.70,390050.00,114500.00,-
NIFTY,12-Jan-2024,25-Jan-2024,21745.00,21995.00,21731.00,21947.00,21968.95,21947.00,150912.00,1651145.58,11930100.00,212550.00,-
NIFTY,11-Jan-2024,28-Mar-2024,22018.80,22029.85,21900.00,21944.50,21950.00,21944.50,1985.00,21802.44,275550.00,14350.00,21647.20
NIFTY,11-Jan-2024,29-Feb-2024,21884.00,21909.40,21768.35,21819.60,21832.00,21819.60,7543.00,82365.05,1263150.00,72650.00,21647.20
NIFTY,11-Jan-2024,25-Jan-2024,21758.10,21773.80,21627.00,21678.45,21689.85,21678.45,113071.00,1226784.82,11717550.00,229250.00,21647.20
NIFTY,10-Jan-2024,29-Feb-2024,21725.00,21870.00,21641.00,21843.45,21854.70,21843.45,9041.00,98322.13,1190500.00,8350.00,-
NIFTY,10-Jan-2024,28-Mar-2024,21817.55,21993.45,21775.65,21966.45,21978.70,21966.45,3024.00,33086.90,261200.00,14800.00,-
NIFTY,10-Jan-2024,25-Jan-2024,21579.80,21737.00,21501.00,21709.10,21722.95,21709.10,139789.00,1510624.37,11488300.00,-225200.00,-
NIFTY,09-Jan-2024,29-Feb-2024,21800.00,21938.00,21732.00,21751.60,21768.00,21751.60,13430.00,146739.70,1182150.00,8600.00,21544.85
NIFTY,09-Jan-2024,25-Jan-2024,21680.20,21807.80,21592.40,21616.85,21628.80,21616.85,158139.00,1716497.65,11713500.00,-46850.00,21544.85
NIFTY,09-Jan-2024,28-Mar-2024,21940.70,22060.35,21865.50,21884.55,21883.65,21884.55,3821.00,41989.57,246400.00,29900.00,21544.85
NIFTY,08-Jan-2024,28-Mar-2024,22049.85,22070.00,21839.00,21852.35,21842.30,21852.35,3270.00,35872.58,216500.00,-800.00,21513.00
